0,53131931,225000,2,50,1,1
0,70085670,300000,2,46,1,4
0,70086882,669000,5,86,2,4
0,70084602,500000,3,89,2,3
0,70085950,425000,3,72,2,4
0,70085240,400000,3,60,1,3
0,70100018,574000,4,89,2,5
0,70100304,657000,5,87,2,5
0,53973750,257000,3,61,1,1
0,70082804,325000,2,60,1,3
0,62331304,175000,2,52,1,1
0,62332522,217000,2,54,1,5
0,70099566,569000,3,74,2,5
0,70468188,155000,3,80,1,1
0,67380229,260000,3,78,2,1
0,69728680,398000,3,130,2,T
0,67738567,189000,4,110,2,A
0,66484469,119000,2,55,1,T
0,64625120,339000,3,90,1,4
0,63735830,499000,5,159,1,4
0,70041836,370000,4,139,2,5
0,66667845,655000,4,93,1,4
0,70495524,419000,3,100,2,2
0,65915711,1700000,5,460,3,T
0,70105452,255000,4,130,2,1
0,68153189,549000,5,85,2,2
0,66064221,1250000,5,140,2,2
0,64673188,259000,2,55,1,A
0,70114842,850000,5,175,2,A
0,65577692,1680000,5,210,2,5
0,69778886,239000,3,87,1,S
0,67646595,169000,2,58,1,T
0,66650211,1070000,5,230,3,1
0,70343364,279000,3,120,1,5
0,68683483,1100000,5,250,3,1
0,67751455,695000,4,100,2,2
0,62947138,720000,5,145,1,1
0,67959361,1090000,5,190,2,2
0,65062100,950000,5,170,1,3
0,68404119,730000,3,160,2,S
0,67715597,850000,5,183,2,2
0,66093203,699000,5,174,3,A
0,70177030,450000,5,150,2,3
0,64762998,940000,5,200,3,A
0,60582078,620000,2,65,1,3
0,69613394,269000,3,87,2,3
0,67281105,850000,5,204,2,3
0,70336510,375000,3,92,1,1
0,69586174,895000,5,200,3,3
0,69489816,795000,5,115,1,2
0,64236874,3700000,5,250,3,5
0,70114868,680000,2,70,1,4
0,69826494,579000,5,160,2,2
0,68159131,670000,5,227,3,3
0,65779135,680000,3,90,1,3
0,68085925,269000,3,87,2,2
0,68019417,1050000,5,145,2,1
0,68842493,1300000,5,170,3,2
0,68518819,199000,4,125,2,1
0,70178590,730000,5,150,2,4
0,69041486,1570000,5,260,3,R
0,68373749,800000,5,220,3,4
0,69659060,1150000,5,160,2,4
0,68841515,739000,5,150,2,T
0,66712707,690000,4,127,2,1
0,70535496,1260000,5,225,2,4
0,70089532,1599000,5,270,3,R
0,69391514,549000,3,109,2,1
0,67531639,450000,4,166,2,4
0,64957198,1560000,5,191,3,1
0,69668334,650000,4,130,2,1
0,66479763,1080000,5,250,3,3
0,70266408,930000,5,150,2,3
0,69592474,1600000,5,340,3,2
0,66878931,2950000,5,250,3,3
0,68597785,249000,2,75,1,1
0,69518256,320000,3,76,1,3
0,68632829,385000,3,100,3,2
0,61733354,2500000,5,300,3,2
0,68929529,279000,3,100,2,1
0,67414483,1650000,5,340,3,4
0,66813545,1100000,5,154,1,3
0,64540628,539000,4,140,2,3
0,69580780,670000,5,180,2,1
0,68986837,235000,2,56,1,4
0,68192795,135000,2,60,1,5
0,68172417,375000,3,120,1,3
0,67401927,315000,3,92,2,5
0,67281797,849000,4,127,1,2
0,63857680,250000,4,110,2,A
0,61837974,499000,5,123,2,3
0,70288308,690000,5,140,2,2
0,68751099,339000,2,70,1,3
0,69377992,449000,4,120,2,4
0,69862702,1100000,5,225,3,3
0,69566282,800000,3,125,2,5
0,68902925,459000,2,85,1,A
0,69489650,1350000,4,200,2,2
0,67406315,519000,4,150,3,3
0,66537679,1350000,4,137,2,4
0,69292298,1600000,5,250,3,3
0,69731442,215000,2,52,1,2
0,67012733,2150000,4,150,1,4
0,65564714,1250000,5,185,3,T
0,67242549,1050000,5,290,2,R
0,69936424,1300000,4,115,2,9
0,68601391,1650000,5,220,3,4
0,70043828,650000,5,193,3,4
0,69489710,395000,5,130,2,1
0,63420032,1050000,5,235,3,3
0,70084416,745000,5,230,3,4
0,69451666,275000,3,72,1,2
0,70114826,520000,3,105,2,1
0,69686894,139000,2,60,1,T
0,69583480,119000,2,65,1,1
0,63015050,390000,3,93,1,2
0,69722980,189000,4,168,3,T
0,66890473,3200000,5,212,2,2
0,66484253,325000,3,100,2,5
0,70420586,229000,2,70,1,5
0,68926129,695000,5,250,3,3
0,68192569,1499000,5,250,3,1
0,64878866,480000,2,60,1,R
0,60763796,530000,4,96,1,4
0,67495739,4200000,5,400,3,3
0,68339083,230000,3,105,2,2
0,70541714,245000,2,77,1,2
0,70334562,450000,3,90,2,1
0,69727546,380000,2,60,1,T
0,69708464,285000,3,80,1,2
0,68642641,239000,3,110,2,2
0,69573370,329000,5,122,2,1
0,53326631,350000,4,130,2,2
0,60256704,1140000,5,260,3,1
0,70495862,95000,2,120,1,T
0,70288304,1450000,5,321,3,1
0,69603432,1790000,5,250,3,3
0,68503785,328000,3,98,2,T
0,67499925,820000,5,209,2,4
0,69310338,430000,2,68,1,3
0,69311578,1290000,5,210,2,A
0,69003819,660000,5,148,2,R
0,69745920,79000,2,58,1,1
0,70221108,1250000,5,245,3,A
0,66918511,539000,5,180,2,1
0,69541446,630000,3,124,2,R
0,69960024,630000,5,147,2,R
0,69582328,1290000,4,120,3,4
0,69558610,790000,5,250,3,2
0,70347982,560000,2,60,2,4
0,66028417,830000,5,168,2,4
0,56113512,2100000,5,270,3,2
0,70084040,239000,2,52,1,1
0,63640846,720000,4,185,2,A
0,70180026,900000,5,175,3,3
0,65771651,680000,1,125,1,T
0,60692312,1990000,5,370,3,3
0,67995033,515000,4,150,2,1
0,67713597,440000,5,160,2,2
0,69586190,650000,5,130,2,2
0,65795373,450000,5,140,2,2
0,68445143,320000,3,110,2,1
0,68310553,449000,2,93,1,3
0,67325263,2950000,5,540,3,R
0,63029334,490000,5,140,2,1
0,69728704,139000,4,100,3,3
0,69728938,139000,4,100,3,3
0,69804070,525000,3,131,2,5
0,69601862,690000,5,150,2,R
0,69390970,695000,4,167,2,A
0,67720187,490000,2,82,1,4
0,70256058,790000,5,168,3,4
0,69536580,339000,4,120,2,1
0,64259182,1500000,5,220,2,5
0,69684824,325000,3,110,2,2
0,69437566,3950000,5,362,3,3
0,70266422,620000,4,130,2,1
0,68208053,190000,3,85,1,5
0,64397638,150000,3,65,2,A
0,69905462,125000,2,70,1,3
0,69727028,449000,3,126,1,6
0,64401856,295000,5,140,2,3
0,69848076,320000,5,135,1,T
0,68210745,230000,2,75,1,8
0,69259598,710000,5,170,1,1
0,67871043,775000,5,160,3,4
